Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0015701~bicarbonate transport	8	1.2403100775193798	1.6726861297135037E-4	Q80ZA5, P45380, P40879, Q8NBS3, Q2Y0W8, P58743, Q9ULX7, Q9R1N3	544	20	8403	6.178676470588235	0.32808991502513474	0.3975974930328998	0.3975974930328998
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	15	2.3255813953488373	0.0011276972779773946	Q5S007, P09208, Q92626, Q5BQE6, Q9ZQ47, Q9VQH2, O43827, Q9WTR6, Q9VCX1, Q5R9C5, O61213, Q8CFD5, Q14191, D4AUF4, Q8CG09	544	86	8403	2.694190321477428	0.931577186811411	1.0	1.0
GOTERM_BP_DIRECT	GO:0045332~phospholipid translocation	5	0.7751937984496124	0.0026461844095455036	P41233, O95477, Q99572, P21440, P78363	544	10	8403	7.723345588235294	0.998160602627723	1.0	1.0
GOTERM_BP_DIRECT	GO:0000187~activation of MAPK activity	10	1.550387596899225	0.0036876594114145914	O08873, P49582, Q5S007, P16056, P54131, Q801G2, Q28178, Q99572, Q62829, Q9UM73	544	49	8403	3.152385954381753	0.9998464936274365	1.0	1.0
GOTERM_BP_DIRECT	GO:0016322~neuron remodeling	5	0.7751937984496124	0.003947654901865955	Q9VT65, P09208, Q9W0A0, Q5ND28, Q14162	544	11	8403	7.021223262032086	0.999917453282346	1.0	1.0
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	8	1.2403100775193798	0.004426227316687415	P35408, P49817, Q99572, Q15063, Q27433, P43114, O60229, P07897	544	33	8403	3.7446524064171123	0.9999736619462194	1.0	1.0
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	28	4.341085271317829	0.004632501590826846	A0JM12, P07207, P55068, Q5ND28, Q28178, O43854, Q00780, P48509, A8TX70, B3DK56, P55196, Q15063, Q90953, P07897, A2AVA0, P35329, P15535, Q6DIB5, Q5IS41, Q8BKG3, P16112, Q4LDE5, O35474, Q28858, Q14162, Q8NDA2, Q80TF3, P22105	544	246	8403	1.7581599713055953	0.9999839056232849	1.0	1.0
GOTERM_BP_DIRECT	GO:0051453~regulation of intracellular pH	7	1.0852713178294573	0.00535937358817545	Q80ZA5, P45380, P40879, Q8NBS3, Q2Y0W8, P58743, Q9R1N3	544	26	8403	4.158724547511312	0.9999971650623948	1.0	1.0
GOTERM_BP_DIRECT	GO:0048771~tissue remodeling	5	0.7751937984496124	0.005622239708014587	Q5R8X6, P06867, P81286, P80010, Q01177	544	12	8403	6.436121323529411	0.9999984875401279	1.0	1.0
GOTERM_BP_DIRECT	GO:0048014~Tie signaling pathway	5	0.7751937984496124	0.0077115957476967326	Q9WVH6, O77802, Q02763, A0A8J8, O18920	544	13	8403	5.941035067873303	0.9999999898064139	1.0	1.0
GOTERM_BP_DIRECT	GO:0071353~cellular response to interleukin-4	5	0.7751937984496124	0.0077115957476967326	Q61830, Q90593, Q76LX8, P22897, P23772	544	13	8403	5.941035067873303	0.9999999898064139	1.0	1.0
