Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	16	34.78260869565217	2.8425395631962125E-10	Q9Z339, F1QH17, P49894, P24470, P11714, Q9CX98, Q64583, P10632, O42412, P34277, Q7Z449, P78417, Q0IIF9, Q9R0H0, G5EC63, Q6NT55	40	431	8403	7.798607888631091	8.243364324478364E-8	8.243364733269016E-8	8.243364733269016E-8
GOTERM_BP_DIRECT	GO:0006805~xenobiotic metabolic process	3	6.521739130434782	0.004993551261383743	Q95JD5, P10632, O43704	40	23	8403	27.401086956521738	0.7658416312610776	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0098869~cellular oxidant detoxification	3	6.521739130434782	0.008412011096061002	Q9Z339, P34277, P78417	40	30	8403	21.007499999999997	0.9136892915118922	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	3	6.521739130434782	0.010121502703872754	Q9Z339, P34277, P78417	40	33	8403	19.097727272727273	0.9476703047855363	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0097267~omega-hydroxylase P450 pathway	2	4.3478260869565215	0.013860718448539366	P10632, Q7Z449	40	3	8403	140.05	0.9825379583242295	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0060315~negative regulation of ryanodine-sensitive calcium-release channel activity	2	4.3478260869565215	0.013860718448539366	Q9Z339, P78417	40	3	8403	140.05	0.9825379583242295	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0060316~positive regulation of ryanodine-sensitive calcium-release channel activity	2	4.3478260869565215	0.013860718448539366	Q9Z339, P78417	40	3	8403	140.05	0.9825379583242295	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0002591~positive regulation of antigen processing and presentation of peptide antigen via MHC class I	2	4.3478260869565215	0.018439222255738026	P08183, P21440	40	4	8403	105.0375	0.9954711612482006	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0002481~antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent	2	4.3478260869565215	0.018439222255738026	P08183, P21440	40	4	8403	105.0375	0.9954711612482006	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0002489~antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent	2	4.3478260869565215	0.018439222255738026	P08183, P21440	40	4	8403	105.0375	0.9954711612482006	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0002485~antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent	2	4.3478260869565215	0.018439222255738026	P08183, P21440	40	4	8403	105.0375	0.9954711612482006	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	5	10.869565217391305	0.018641714671502177	O70595, P08183, P21440, Q99758, Q5BKR2	40	221	8403	4.752828054298643	0.9957341841841655	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0008202~steroid metabolic process	3	6.521739130434782	0.019104055469379135	Q95JD5, P10632, O43704	40	46	8403	13.700543478260869	0.9962790631413722	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0006869~lipid transport	3	6.521739130434782	0.019895277853001596	P18948, P21440, Q99758	40	47	8403	13.40904255319149	0.997055444982567	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	4	8.695652173913043	0.021607949965849617	Q03181, P18948, G5EC63, Q9R0H0	40	129	8403	6.513953488372094	0.9982268503213181	0.3923019577707598	0.3923019577707598
GOTERM_BP_DIRECT	GO:0071243~cellular response to arsenic-containing substance	2	4.3478260869565215	0.022997011317596266	Q9Z339, P78417	40	5	8403	84.03	0.9988256197203234	0.3923019577707598	0.3923019577707598
