Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	52	8.062015503875969	2.2413049027884087E-4	O73888, O15162, Q9VT65, P98158, P55068, Q9UPV7, Q28178, P10079, A2AJ76, O61213, D3YXG0, P05099, Q90953, P21521, A5A8Y8, Q8CGQ8, P49013, P03957, P16112, Q05915, Q4LDE5, Q9Y6L7, O35474, Q28858, P20241, Q8NDA2, Q80TF3, P24643, O88281, P07207, Q9BQ16, Q8N2E2, O43854, A2ASS6, Q75N90, Q96RW7, O75095, Q08CX1, P07897, A2AVA0, Q80YA8, Q76LX8, Q9VQH2, Q05186, Q7ZWU7, Q8VI56, Q5IS41, Q6P1E8, Q9VBW3, Q7Z442, Q6DFV8, A2RUV0	566	448	8197	1.6809849823321554	0.15379694495911256	0.16697721525773646	0.16697721525773646
GOTERM_MF_DIRECT	GO:0005540~hyaluronic acid binding	7	1.0852713178294573	4.600731523920869E-4	P16112, P55068, Q28858, Q8WUJ3, Q90953, Q5IS41, P07897	566	16	8197	6.336020318021201	0.2902435307170801	0.17137724926605236	0.17137724926605236
GOTERM_MF_DIRECT	GO:0030246~carbohydrate binding	19	2.945736434108527	0.0018194980335704614	Q95ZJ1, Q61830, O75636, Q91ZW7, P35329, Q2LK54, P55068, Q5IS41, Q8CFX1, P14410, P16112, Q4LDE5, A5PMY6, Q28858, Q7Z442, Q8IUC8, Q90953, P07897, P24643	566	123	8197	2.2371082191387286	0.7425064792646847	0.4208176097934365	0.4208176097934365
GOTERM_MF_DIRECT	GO:0005201~extracellular matrix structural constituent	10	1.550387596899225	0.00264393203760733	P16112, P25067, Q92626, P55068, P05099, Q90953, P22105, Q5IS41, Q75N90, P07897	566	44	8197	3.29143912624478	0.8608687966618022	0.4208176097934365	0.4208176097934365
GOTERM_MF_DIRECT	GO:0030169~low-density lipoprotein particle binding	6	0.9302325581395349	0.0035262094589647293	P11150, Q2LK54, Q5ND28, Q9H9E1, Q28178, Q14162	566	16	8197	5.430874558303888	0.9280417137958907	0.4208176097934365	0.4208176097934365
GOTERM_MF_DIRECT	GO:0015301~anion:anion antiporter activity	6	0.9302325581395349	0.0035262094589647293	Q80ZA5, P45380, P40879, Q8NBS3, Q2Y0W8, P58743	566	16	8197	5.430874558303888	0.9280417137958907	0.4208176097934365	0.4208176097934365
GOTERM_MF_DIRECT	GO:0030507~spectrin binding	6	0.9302325581395349	0.004716315843297749	Q8C8R3, P16157, Q12955, Q02357, P58743, Q54KA7	566	17	8197	5.1114113489918935	0.9704587356645622	0.4208176097934365	0.4208176097934365
GOTERM_MF_DIRECT	GO:0008093~cytoskeletal adaptor activity	5	0.7751937984496124	0.004986199986230686	Q8C8R3, P16157, Q12955, Q02357, Q54KA7	566	11	8197	6.58287825248956	0.975863041285572	0.4208176097934365	0.4208176097934365
GOTERM_MF_DIRECT	GO:0016887~ATPase activity	21	3.255813953488372	0.005083702668645542	Q63413, O95477, O70595, Q9EQW7, Q9BPU3, Q9WV04, Q7ZU90, P37276, Q8WWZ7, P41233, Q90593, Q14191, Q8CG09, P21440, Q93YS4, P78363, A5YM72, Q92878, Q91XQ0, Q9C0G6, E9Q555	566	156	8197	1.9495447132372927	0.9775624221285772	0.4208176097934365	0.4208176097934365
GOTERM_MF_DIRECT	GO:0015293~symporter activity	15	2.3255813953488373	0.006989252731354882	Q80ZA5, A8WHP3, Q9Z2J0, Q8K1P8, Q8VDT1, Q5R5M4, Q8NBS3, Q9R1N3, Q80T22, Q8K1C7, B1AT66, Q503M4, A4QN56, Q7SYH5, Q8CGQ8	566	98	8197	2.2166834931852604	0.9946211195132735	0.4792720019388777	0.4792720019388777
GOTERM_MF_DIRECT	GO:0008509~anion transmembrane transporter activity	5	0.7751937984496124	0.007076499357486784	Q80ZA5, P41233, O95477, Q2Y0W8, Q9R1N3	566	12	8197	6.034305064782097	0.9949619396224393	0.4792720019388777	0.4792720019388777
GOTERM_MF_DIRECT	GO:0005215~transporter activity	16	2.4806201550387597	0.012199917944594216	O70247, A8WHP3, Q9Z2J0, O95477, Q8VDT1, Q8VCL5, Q9EP96, Q9JHI3, Q8WWZ7, P41233, Q96BD0, Q21434, P40879, P78363, Q8K078, P08169	566	115	8197	2.014933169457674	0.9998932302718648	0.7574115723935576	0.7574115723935576
