Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0070330~aromatase activity	8	11.76470588235294	1.76624643599073E-7	P24461, P11714, Q64583, P10632, Q7Z449, P00178, Q0IIF9, P52786	61	58	8197	18.534765404183155	2.9142644108914872E-5	2.9143066193847047E-5	2.773006904505446E-5
GOTERM_MF_DIRECT	GO:0020037~heme binding	10	14.705882352941178	4.952825158946003E-7	P24461, Q9WVI4, P11714, Q64583, P10632, Q7Z449, P00178, Q0IIF9, P52786, Q6VVW9	61	135	8197	9.9538554948391	8.171829623737636E-5	4.086080756130453E-5	3.8879677497726125E-5
GOTERM_MF_DIRECT	GO:0008395~steroid hydroxylase activity	6	8.823529411764707	4.865230025678888E-6	P11714, Q64583, P10632, Q7Z449, Q0IIF9, Q6VVW9	61	35	8197	23.036065573770493	8.024427775044085E-4	2.658545952306028E-4	2.5296467546184634E-4
GOTERM_MF_DIRECT	GO:0005506~iron ion binding	9	13.23529411764706	6.44495988437825E-6	P24461, P11714, Q64583, P10632, Q7Z449, P00178, Q0IIF9, P52786, Q6VVW9	61	138	8197	8.763720598717036	0.001062856575181459	2.658545952306028E-4	2.5296467546184634E-4
GOTERM_MF_DIRECT	GO:0016712~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	5	7.352941176470589	3.438184310994356E-5	P11714, Q64583, Q7Z449, P00178, Q0IIF9	61	26	8197	25.841740226986126	0.005657039985932366	0.0011346008226281376	0.0010795898736522278
GOTERM_MF_DIRECT	GO:0008559~xenobiotic-transporting ATPase activity	3	4.411764705882353	0.0018352391572118488	P08183, P21440, P06795	61	9	8197	44.79234972677595	0.2614693463306038	0.05046907682332584	0.04802209128037671
GOTERM_MF_DIRECT	GO:0042626~ATPase activity, coupled to transmembrane movement of substances	4	5.88235294117647	0.006736974694796036	P08183, P21440, P06795, Q99758	61	53	8197	10.141664089081349	0.6722034510803412	0.15880011780590658	0.1511007181547111
GOTERM_MF_DIRECT	GO:0005215~transporter activity	5	7.352941176470589	0.009804634116220713	Q9Z2J0, P48035, P08183, P06795, Q99758	61	115	8197	5.84248039914469	0.8032354903075837	0.2022205786470522	0.1924159445308315
GOTERM_MF_DIRECT	GO:0004800~thyroxine 5'-deiodinase activity	2	2.941176470588235	0.014586810051373803	P49894, O42412	61	2	8197	134.37704918032787	0.9114820738236208	0.266260637736948	0.253351031058793
GOTERM_MF_DIRECT	GO:0004497~monooxygenase activity	4	5.88235294117647	0.01613700834769382	P11714, P10632, Q7Z449, Q6VVW9	61	73	8197	7.36312598248372	0.9317326441258603	0.266260637736948	0.253351031058793
GOTERM_MF_DIRECT	GO:0050610~methylarsonate reductase activity	2	2.941176470588235	0.021801549697331137	Q9Z339, P34277	61	3	8197	89.58469945355192	0.973670044444117	0.3270232454599671	0.31116757295281716
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	6	8.823529411764707	0.024777168252105346	Q9Z339, P11714, P51174, P34277, Q6VVW9, Q9R0H0	61	227	8197	3.5518162778941287	0.9840728907588082	0.34068606346644853	0.3241679512983783
GOTERM_MF_DIRECT	GO:0008146~sulfotransferase activity	3	4.411764705882353	0.028303489814039486	F1QYJ6, Q95JD5, O43704	61	36	8197	11.198087431693988	0.9912389513581903	0.34136544042857614	0.324814388771433
GOTERM_MF_DIRECT	GO:0045174~glutathione dehydrogenase (ascorbate) activity	2	2.941176470588235	0.028964340400000396	Q9Z339, P34277	61	4	8197	67.18852459016394	0.9921692290593397	0.34136544042857614	0.324814388771433
GOTERM_MF_DIRECT	GO:0090554~phosphatidylcholine-translocating ATPase activity	2	2.941176470588235	0.036075549916455105	P08183, P21440	61	5	8197	53.75081967213115	0.9976714026530455	0.3720291085134433	0.3539913335552157
GOTERM_MF_DIRECT	GO:0016401~palmitoyl-CoA oxidase activity	2	2.941176470588235	0.036075549916455105	P51174, Q9R0H0	61	5	8197	53.75081967213115	0.9976714026530455	0.3720291085134433	0.3539913335552157
GOTERM_MF_DIRECT	GO:0005504~fatty acid binding	2	2.941176470588235	0.050144683649304696	P48035, Q9R0H0	61	7	8197	38.39344262295082	0.9997941833333442	0.48669840012560434	0.46310090193769626
GOTERM_MF_DIRECT	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	3	4.411764705882353	0.057225796612272666	P11714, P10632, Q6VVW9	61	53	8197	7.606248066811011	0.9999401217694844	0.524569802279166	0.49913611489593374
GOTERM_MF_DIRECT	GO:0004062~aryl sulfotransferase activity	2	2.941176470588235	0.09115159791105147	Q95JD5, O43704	61	13	8197	20.673392181588905	0.9999998583916319	0.7586993811940935	0.7219139566513496
GOTERM_MF_DIRECT	GO:0052890~oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	2	2.941176470588235	0.0978147093624293	P51174, Q9R0H0	61	14	8197	19.19672131147541	0.9999999579469564	0.7586993811940935	0.7219139566513496
GOTERM_MF_DIRECT	GO:0019825~oxygen binding	2	2.941176470588235	0.0978147093624293	P10632, Q7Z449	61	14	8197	19.19672131147541	0.9999999579469564	0.7586993811940935	0.7219139566513496
